image_path,text,conf,merchant,source
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__10.png,Lời nhắn,0.9418,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__11.png,DANG PHUC NHAT chuyển,0.9656,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__12.png,Ngày chuyển,0.9378,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__13.png,"12 thg 2,2026 1c 11:54",0.9736,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__14.png,Mã giao dịch,0.9995,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__15.png,FT26043473578766,0.979,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__16.png,Mã tham chiếu,0.9668,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__17.png,155910,0.9728,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__18.png,Pày là khoản chi tiâu gi,0.9022,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__19.png,,0.0,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__20.png,Chia Sá Luu mãu giao dịch Giao dịch mết,0.9462,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__21.png,C an teun,0.7928,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__22.png,,0.0,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__00.png,12:570 I SỐ TÀI KHOẢN,0.9349,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__01.png,,0.0,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__02.png,TECHCOMBANK SO,0.925,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__03.png,Chuyển thành công,0.9767,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__04.png,"VND 80,000",0.9968,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__05.png,Người nhận,0.9779,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__06.png,DINH BAO NGOC,0.9475,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__07.png,0962908407,0.9854,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__08.png,Ngàn hàng nhận,0.9628,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__09.png,Ngân hàng TMCP quán Đối,0.9364,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__10.png,Lời nhắn,0.9476,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__11.png,DANG PHUC NHAT chuyển,0.9658,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__12.png,Ngày chuyển,0.9388,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__13.png,"29 thg 11,2024 1c 12:57",0.9413,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__14.png,Mã giao dịch,0.9634,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__15.png,FT24334129079157,0.9753,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__16.png,Mã tham chiếu,0.9645,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__17.png,046120,0.9998,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__18.png,Pày là khoản chi tiâu gi,0.9056,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__19.png,,0.0,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__20.png,Chia Sá Luu mãu giao dịch Giao dịch mối,0.9485,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__21.png,C an teun,0.7912,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d6d66dca-7449-4676-9b29-166e482f65e4__22.png,,0.0,Techcombank,d6d66dca-7449-4676-9b29-166e482f65e4.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__00.png,16:08 0 I S CO,0.9678,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__01.png,,0.0,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__02.png,TECHCOMBANK O,0.9408,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__03.png,Chuyển thành công,0.9737,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__04.png,TI NGUYEN PHỤ THU HUE,0.9557,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__05.png,"VND 300,000",0.9933,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__06.png,Tài khoàn nhận,0.9407,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__07.png,Ngân hàng TMCp công thuơng Việt Nam,0.9627,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__08.png,1050 0300 5134,0.989,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__09.png,Lời nhắn,0.9529,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__10.png,DANG PHUC NHAT chuyen tien,0.9577,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__11.png,Ngày thuc hiền,0.9447,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__12.png,"lí thg 3,2026 16c 16:08",0.9553,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__13.png,Mã giao dịch,0.9508,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__14.png,FT26070711839920,0.9965,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__15.png,Pày là khoản chi tiêu gi2,0.897,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__16.png,1 -,0.7634,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__17.png,Chia sê Luu nguời nhận chia tiền,0.9505,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__18.png,C an trun,0.7956,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/Techcombank__d8230152-6524-46c5-8c4a-49950bbf0d25__19.png,,0.0,Techcombank,d8230152-6524-46c5-8c4a-49950bbf0d25.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__00.png,14:48 I S 69,0.9436,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__01.png,Q etinBenko O,0.9565,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__02.png,,0.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__03.png,,0.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__04.png,,0.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__05.png,,0.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__06.png,Chuyển tiền thành công!,1.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__07.png,3.078.000 VND,1.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__08.png,09/05/2026 14:48 : 44442650DPMAL5X,0.9507,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__09.png,S TRAN THANH NGOC CUV,0.9202,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__10.png,VCRcOOcoigng - MB Ngân hàng Quận đ6i,0.9091,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__11.png,Nội dungTTSTK 63355666868,0.9712,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__12.png,Sncin V,0.9959,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__13.png,Kem thấn v,0.8934,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__14.png,PIEE,0.9637,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__15.png,7n iVeenQ,0.8303,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__16.png,,0.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__17.png,,0.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__18.png,C oa dcune,0.8076,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__19.png,np cor o,0.7335,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__17c808a6-fb58-43e7-bd0c-f50b6b089087__20.png,,0.0,VietinBank,17c808a6-fb58-43e7-bd0c-f50b6b089087.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__00.png,204A C-7-Eep,0.7953,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__01.png,Q VetinBenko O,0.9585,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__02.png,,0.0,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__03.png,,0.0,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__04.png,,0.0,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__05.png,Chuyển tiền thành công!,1.0,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__06.png,2.520.000 VND,1.0,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__07.png,13/05/2026 20:40: 444:426501P07E545,0.9285,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__08.png,3/05/2026 20:40 - 444426501P0VE5X,0.973,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__09.png,NGUYEN HAI DANG,0.9704,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__10.png,K NGUYEN RAI VANG - hàng cậ Qn,0.8589,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__11.png,PIEE,0.9757,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__12.png,,0.0,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__13.png,V oa dcune,0.7878,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__1ae600f9-f4f1-43c2-b095-cb917bf336f2__14.png,Qucy vã dpp xeo,0.9168,VietinBank,1ae600f9-f4f1-43c2-b095-cb917bf336f2.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__00.png,14:514 i G 98,0.9143,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__01.png,,0.0,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__02.png,,0.0,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__03.png,Chuyển tiền thành công!,1.0,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__04.png,,0.0,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__05.png,,0.0,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__06.png,,0.0,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__07.png,M tả: xố V O che B,0.9532,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__202abce2-4064-45fd-8762-8ebd806647f9__08.png,,0.0,VietinBank,202abce2-4064-45fd-8762-8ebd806647f9.jpg
images/VietinBank__279569b9-0433-4a97-8b85-df43f29a1ce6__00.png,..09-404 AC C,0.9032,VietinBank,279569b9-0433-4a97-8b85-df43f29a1ce6.jpg
images/VietinBank__279569b9-0433-4a97-8b85-df43f29a1ce6__01.png,A - Ki guá gieo dịch S,0.9404,VietinBank,279569b9-0433-4a97-8b85-df43f29a1ce6.jpg
images/VietinBank__279569b9-0433-4a97-8b85-df43f29a1ce6__02.png,Chuyển tiền thành công!,1.0,VietinBank,279569b9-0433-4a97-8b85-df43f29a1ce6.jpg
images/VietinBank__279569b9-0433-4a97-8b85-df43f29a1ce6__03.png,GOER,0.7852,VietinBank,279569b9-0433-4a97-8b85-df43f29a1ce6.jpg
images/VietinBank__279569b9-0433-4a97-8b85-df43f29a1ce6__04.png,M tà: xố o chieB,0.9367,VietinBank,279569b9-0433-4a97-8b85-df43f29a1ce6.jpg
images/VietinBank__279569b9-0433-4a97-8b85-df43f29a1ce6__05.png,,0.0,VietinBank,279569b9-0433-4a97-8b85-df43f29a1ce6.jpg
images/VietinBank__279569b9-0433-4a97-8b85-df43f29a1ce6__06.png,,0.0,VietinBank,279569b9-0433-4a97-8b85-df43f29a1ce6.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__00.png,La0-564 i2,0.8653,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__01.png,,0.0,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__02.png,,0.0,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__03.png,Chuyển tiền thành công!,1.0,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__04.png,,0.0,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__05.png,,0.0,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__06.png,,0.0,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__2f3dd9e4-a599-435d-b861-e05dcba43b3b__07.png,M tả: xố o chieB,0.962,VietinBank,2f3dd9e4-a599-435d-b861-e05dcba43b3b.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__00.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__01.png,Q VetinBenko O,0.9733,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__02.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__03.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__04.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__05.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__06.png,Chuyển tiền thành công!,1.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__07.png,155.000 VND,1.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__08.png,31/05/2026 19:54 : 444:4265167239961,0.9838,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__09.png,TAr 7rno Hor 77 7 L07P0r7770,0.9377,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__10.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__11.png,HOANG MINH NHAT,0.9598,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__12.png,HO HOANG ANH,1.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__13.png,Nội dung,1.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__14.png,Ổốncin V,0.9183,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__15.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__16.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__17.png,,0.0,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__37101e09-93d0-4f43-944d-4b14bee7bfad__18.png,C oarcune,0.8953,VietinBank,37101e09-93d0-4f43-944d-4b14bee7bfad.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__00.png,11:24 SỐ TÀI KHOẢN 2,0.8621,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__01.png,Q VetinBenko O,0.9679,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__02.png,,0.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__03.png,,0.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__04.png,Chuyển tiền thành công!,1.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__05.png,195.000 VND,1.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__06.png,11/06/2026 11:24 - 444:526606RPMKM,0.944,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__07.png,7 7rno nie 7 eoZAnAN,0.7497,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__08.png,ALOPAM VNG CORP,0.9729,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__09.png,D- 92P261204/08:382 - BuBenk Ngn,0.9038,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__10.png,hàng Bơn việt,0.9222,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__11.png,PIEEO,0.9105,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__12.png,,0.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__13.png,,0.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__14.png,,0.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__395f8b72-8f6c-4671-b028-8d7334de98bc__15.png,,0.0,VietinBank,395f8b72-8f6c-4671-b028-8d7334de98bc.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__00.png,06:37 I SC CO0,0.973,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__01.png,Q VetinBenko O,0.9703,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__02.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__03.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__04.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__05.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__06.png,Chuyển tiền thành công!,1.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__07.png,300.000 VND,1.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
