text,label
ờm phát sinh 800k lần này,Khác
vừa thuê nhà 50k haiz,Nhà ở
cuối tháng chi quạt 2tr5 lần này,Nhà ở
05-05-2026 trả thưởng tết 50000 luôn,Thưởng
tối qua trả thưởng dự án 30k á,Thưởng
cuối tháng ông bà 600k hơi đau ví,Gia đình
cuối tuần ba mẹ 250k á,Gia đình
cuối tháng trả dạy kèm 200k hơi đau ví,Freelance
tối qua trả trái phiếu 50000 á,Đầu tư
hôm nay cát mèo 35k luôn,Thú cưng
05-05-2026 nước 12tr á,Hóa đơn
cuối tháng trả ủng hộ 15k haiz,Từ thiện
chi tết 45k nhé,Quà tặng
mua thức ăn cho vẹt 100k,Thú cưng
cát vệ sinh 5tr tháng này,Thú cưng
gửi tiền sinh hoạt về nhà 120k thật,Gia đình
ờm chi nước 70k haiz,Hóa đơn
máy sấy tóc Panasonic 400k,Mua sắm
tối qua cọc trả lại 200k vừa xong,Thu nhập khác
05-05-2026 cổ tức 900k hơi đau ví,Đầu tư
con 350.000đ á,Gia đình
tối qua thuê trọ 700k lần này,Nhà ở
trả gia sư 300k haiz,Giáo dục
hôm nay trả netflix 600k hơi đau ví,Giải trí
mua socola 15k — ghi chú,Quà tặng
cuối tuần chi bonus 2tr đấy,Thưởng
chi siêu âm 3tr vừa chi,Sức khỏe
phẫu thuật nhỏ 2tr,Sức khỏe
hôm nay chi từ thiện 90k á,Từ thiện
cafe ngồi chơi 250k,Giải trí
hôm nay con 50k vnd xong,Gia đình
freelance phiên dịch 950k,Freelance
cuối tháng chi video 50k vnd vừa xong,Freelance
chi yoga 800k,Sức khỏe
đặt gà rán 600k,Ăn uống
hôm nay KPI 30k xong,Thưởng
vừa trả vitamin 50k luôn,Sức khỏe
tối qua chi cưới 55k thật,Quà tặng
tối qua trả incentive 350.000đ lần này,Thưởng
thu nhập từ làm CTV 2tr5,Freelance
chi phí pickleball 200k,Giải trí
phí học nghề cơ điện lạnh 1tr5,Giáo dục
tối qua dạy kèm 500k,Freelance
vừa giúp đỡ 2tr5 haiz,Từ thiện
05-05-2026 đi sửa xe 50.000 vừa xong,Di chuyển
khách ck tiền đơn 50k rồi,Bán hàng
tháng này sữa bé 55k rồi,Gia đình
mua máy xay sinh tố 80k,Mua sắm
bán xe máy cũ 120.000đ,Bán hàng
cuối tháng trả tiêm phòng 350.000đ lần này,Thú cưng
cuối tuần trả concert 20k đấy,Giải trí
05-05-2026 phí internet banking 25k haiz,Hóa đơn
sữa bé 50k vnd xong,Gia đình
vừa grab ra sân bay 50.000 rồi,Di chuyển
hôm nay refund 50k vnd lần này,Thu nhập khác
bánh mì 30k luôn,Ăn uống
bánh xèo 60k,Ăn uống
hôm nay thuê khách sạn đi chơi 250k haiz,Du lịch
"đóng góp ủng hộ đồng bào lũ lụt 1,5tr",Từ thiện
hình như gửi tiền về quê 2tr5 luôn,Gia đình
shipper nhận công 900k,Freelance
"tiêm phòng 1,5tr",Thú cưng
du lịch Phú Quốc vé tham quan 25.000đ (2026),Du lịch
ờm thú y 50000 luôn,Thú cưng
"hôm nay HR chuyển 1,5tr vừa xong",Lương
vừa hỗ trợ bố mẹ 15.000.000 thật,Gia đình
hôm nay hoàn tiền momo 350.000đ,Thu nhập khác
ờm lương kỳ 18k,Lương
vừa chi gym 10tr đấy,Sức khỏe
xe buýt 20k,Di chuyển
tháng này lãi tiết kiệm 800k haiz,Đầu tư
ờm mua phụ kiện điện thoại 600k rồi,Mua sắm
hôm nay chi thuê nhà 18k rồi,Nhà ở
vừa tiêm phòng 15k lần này,Thú cưng
chi phí vé metro 90k,Di chuyển
"vừa không rõ 50,000 lần này",Khác
gas bếp 20k lần này,Nhà ở
"tối qua trả vitamin 1,5tr",Sức khỏe
cuối tuần chi internet 300k rồi,Hóa đơn
thanh toán internet FPT 5tr,Hóa đơn
ờm chi con 50.000 luôn,Gia đình
mua quà lưu niệm 15tr,Du lịch
tháng này trả trái phiếu 400k á,Đầu tư
cuối tháng nạp dt 180k đấy,Hóa đơn
hôm nay trả cho thuê 18k á,Đầu tư
đi picnic công viên cuối tuần 300k,Du lịch
tháng này trả trái phiếu 12tr rồi,Đầu tư
trả tết 20k nhé,Quà tặng
05-05-2026 trả nhận quà 18k luôn,Thu nhập khác
tháng này chi bonus 250k lần này,Thưởng
05-05-2026 mua pin AA 150k,Khác
chi sinh nhật 15tr vừa xong,Quà tặng
gửi xe tháng 5tr rồi,Di chuyển
sửa điều hòa 350.000đ,Nhà ở
tối qua phim 900k đấy,Giải trí
buffet tối bạn bè 450k,Ăn uống
mừng tân gia 450k,Quà tặng
cuối tháng bowling 90k luôn,Giải trí
lazada 2tr đấy,Mua sắm
vừa internet 45k haiz,Hóa đơn
nhổ răng khẩn 2tr,Sức khỏe
tháng này trả thuê trọ 80k haiz,Nhà ở
"cuối tuần shopee 50,000 haiz",Bán hàng
dắt chó đi dạo thuê dịch vụ 200k,Thú cưng
ờm sim 80k luôn,Hóa đơn
tối qua đồ dùng học 60k xong,Giáo dục
ờm concert 400k xong,Giải trí
05-05-2026 KPI 350.000đ rồi,Thưởng
nhận lãi tiết kiệm 180k,Đầu tư
hôm nay trả quyên góp 1tr xong,Từ thiện
tối qua gas 80k haiz,Hóa đơn
hôm nay đồ dùng học 2tr lần này,Giáo dục
tháng này trả quạt 100k,Nhà ở
vừa cho vay bạn 25k vừa xong,Khác
ờm chi website 20k haiz,Freelance
tháng này thưởng tết 50.000 thật,Thưởng
vừa chi thuốc 5tr rồi,Sức khỏe
mua laptop Dell second hand 8tr,Mua sắm
cuối tuần trả tiền về quê 50kđ đấy,Gia đình
mua quạt trần 1tr,Nhà ở
cuối tháng nha khoa 500k đấy,Sức khỏe
tháng này chi thuốc 150k luôn,Sức khỏe
ờm trả gas bếp 2tr5 thật,Nhà ở
05-05-2026 chi trái phiếu 150k á,Đầu tư
chuyển khoản sữa bột 120.000đ,Gia đình
tháng này trả thưởng tết 18k thật,Thưởng
tháng này concert 50000 luôn,Giải trí
"vừa trả từ thiện 1,5tr rồi",Từ thiện
tháng này chi con 250k rồi,Gia đình
cuối tuần trả ông bà 12tr xong,Gia đình
thu nhập từ cho thuê mặt bằng 15tr,Đầu tư
05-05-2026 gửi tiền sinh hoạt cho mẹ 5tr,Gia đình
tối qua content 800k lần này,Freelance
vừa ông bà 70k rồi,Gia đình
bán đồ handmade được 2tr,Bán hàng
hôm nay chi khoản cty chuyển 2tr rồi,Lương
bánh tráng trộn 20k,Ăn uống
tháng này Du lịch 35k thật,Du lịch
hôm nay tk nhận tiền tháng 50k lần này,Lương
học tiếng Anh 50kđ,Giáo dục
tiền lương hàng tháng 10tr,Lương
vừa mua vitamin 50k haiz,Sức khỏe
05-05-2026 thu tiền khách mua sản phẩm 25k thật,Bán hàng
tháng này bowling 8tr nhé,Giải trí
tối qua chi cọc trả lại 1tr2 vừa xong,Thu nhập khác
chi spotify 50k rồi,Giải trí
05-05-2026 học phí 50.000 nhé,Giáo dục
bảo hiểm xe máy 3tr,Di chuyển
mua sim dt 900k,Mua sắm
mb ck freelance 250k,Freelance
tối qua giúp đỡ 12tr rồi,Từ thiện
05-05-2026 giúp đỡ 55k luôn,Từ thiện
cuối tháng gym 150k nhé,Sức khỏe
shopee mua gạo nấu cơm 150k,Ăn uống
"đóng góp từ thiện trẻ em 1,5tr",Từ thiện
hình như đưa tiền cho em đóng học 80k,Gia đình
giặt là ủi đồ 60k,Khác
chi phí grab bike 250k rồi,Di chuyển
trả gym 60k rồi,Sức khỏe
ờm incentive 400k vừa xong,Thưởng
cưới 180k haiz,Quà tặng
vừa be 150k haiz,Di chuyển
"tháng này trả không rõ 50,000 lần này",Khác
doanh thu shopee 50000,Bán hàng
thu cổ tức 600k,Đầu tư
tháng này content 25k luôn,Freelance
du lịch Hạ Long khách sạn 10tr,Du lịch
cuối tuần uống bánh mì 60k thật,Ăn uống
tháng này quạt 30k á,Nhà ở
dạy kèm 50000,Freelance
cuối tháng trả vitamin 120k á,Sức khỏe
thu bán quần áo 180k,Bán hàng
hôm nay cọc trả lại 50000 haiz,Thu nhập khác
phong bì gift card 180k vừa chi,Quà tặng
tối qua nội thất 100k thật,Nhà ở
ờm trả internet 50.000 lần này,Hóa đơn
hình như cashback shopee 1tr5 haiz,Thu nhập khác
hình như tiền phòng tháng này 15tr thật,Nhà ở
ờm chi dạy kèm 10tr haiz,Freelance
vừa spotify 90k xong,Giải trí
chi phí khóa học online 800k,Giáo dục
hôm nay chi thú y 45k lần này,Thú cưng
ờm phí chuyển tiền ngân hàng 2tr5 đấy,Hóa đơn
chi thú y 450k thật,Thú cưng
cuối tuần chi học phí 50kđ lần này,Giáo dục
tiền lương từ ngân hàng 350k đồng,Lương
hôm nay order pizza 700k đấy,Ăn uống
billiards 650k,Giải trí
ờm mua sạc dự phòng 15k nhé,Mua sắm
tối qua trả khám bệnh 300k đấy,Sức khỏe
hôm nay chi sữa bé 35k,Gia đình
Grab 50K,Di chuyển
giúp người khó khăn 120.000đ,Từ thiện
cuối tuần Du lịch 700k luôn,Du lịch
chuồng nuôi 1tr2,Thú cưng
hôm nay trả thưởng tết 15k xong,Thưởng
nạp tiền điện thoại 150k,Hóa đơn
ờm sách 5tr,Giáo dục
khóa học thiết kế Figma UI/UX 400k,Giáo dục
05-05-2026 chi phí grab bike 200k,Di chuyển
mua chuồng nuôi cho thú cưng 1tr2,Thú cưng
xem biểu diễn nghệ thuật 300k,Giải trí
tháng này chi khách ck 3tr xong,Bán hàng
mua vòng cổ GPS cho chó 80k,Thú cưng
cuối tuần chi content 120k lần này,Freelance
cuối tháng Du lịch 400k haiz,Du lịch
"cuối tháng trả gas bếp 1,5tr",Nhà ở
tối qua chi phát sinh 90k vừa xong,Khác
quà bạn 40k luôn,Quà tặng
vừa sách 150k thật,Giáo dục
cuối tháng trả tiền về quê 50k vnd đấy,Gia đình
sơn tường 2tr5,Nhà ở
tháng này trả cổ tức 100k xong,Đầu tư
05-05-2026 cashback 1tr xong,Thu nhập khác
thu doanh thu cửa hàng 200k,Bán hàng
ờm linh tinh 55k xong,Khác
hoàn tiền đơn hủy 180k,Thu nhập khác
tháng này tiền cho em gái đi học 2tr nhé,Gia đình
quà ông bà 850k,Gia đình
mua bàn phím cơ 350.000đ vừa xong,Mua sắm
thanh toán phiên dịch 2tr5,Freelance
tháng này lãi tiết kiệm 70k rồi,Đầu tư
bowling cuối tuần 180k,Giải trí
chi gym tháng 900k,Sức khỏe
ờm trả thuê nhà 80k hơi đau ví,Nhà ở
quyên góp trường học 40k,Từ thiện
ờm chi thú y 900k đấy,Thú cưng
vừa phim 150k haiz,Giải trí
hôm nay chi phí đăng kiểm 180k,Di chuyển
ăn trưa cùng đồng nghiệp,Ăn uống
vừa payroll 55k nhé,Lương
gửi tiền về quê 350k đồng,Gia đình
tối qua chi từ thiện 120k xong,Từ thiện
ĐẦU TƯ COIN LỜI,Đầu tư
cuối tháng gym 100k luôn,Sức khỏe
tháng này chi refund 25k vừa xong,Thu nhập khác
tháng này chi tiêu không phân loại 15.000.000 luôn,Khác
hôm nay chi Du lịch 1tr rồi,Du lịch
ờm chi payroll 900k thật,Lương
cuối tháng trả khóa học 20k vừa xong,Giáo dục
ờm chi lãi tiết kiệm 35k vừa xong,Đầu tư
tháng này đi xe khách 50k vnd luôn,Di chuyển
trả không rõ 3tr đấy,Khác
phong bì bia rượu tặng 95k,Quà tặng
khách ck đặt hàng 150k,Bán hàng
hôm nay chi học phí 35k lần này,Giáo dục
hôm nay trả payroll 200k luôn,Lương
hostel du lịch 2 ngày 350.000đ đấy,Du lịch
vừa trả tk nhận tiền tháng 350.000đ haiz,Lương
05-05-2026 chi phát sinh 10tr luôn,Khác
thức ăn Royal Canin 50k vnd,Thú cưng
cuối tuần trả linh tinh 8tr lần này,Khác
chi nội thất nhỏ 20k (2026),Nhà ở
du lịch Đà Lạt vé tham quan 700k,Du lịch
05-05-2026 trả phí bank 180k haiz,Hóa đơn
do xang 50.000,Di chuyển
05-05-2026 trả thưởng tết 10tr xong,Thưởng
hôm nay tiền chăm sóc gia đình 15 triệu vừa xong,Gia đình
tháng này nâng cấp RAM máy tính 80k thật,Mua sắm
mua áo khoác mùa đông 700k,Mua sắm
Lazada mua bàn phím cơ 25k,Mua sắm
mua đồ gia dụng 1tr,Mua sắm
cuối tháng chi học phí 3tr thật,Giáo dục
ờm chi shopee 30k vừa xong,Bán hàng
vừa cho mẹ mua thuốc 1tr2 thật,Gia đình
"ờm chi bowling 1,5tr hơi đau ví",Giải trí
khóa online 50k vnd,Giáo dục
tháng này spotify 250k á,Giải trí
hôm nay thức ăn chó 5tr lần này,Thú cưng
ờm khóa học 8tr haiz,Giáo dục
tháng này chi không rõ 50kđ nhé,Khác
đóng góp quyên góp trường học 100k (2026),Từ thiện
cuối tuần mua thuốc cho bản thân 30k luôn,Sức khỏe
gần công ty pizza 350k tháng này,Ăn uống
hôm nay trả lãi tiết kiệm 450k nhé,Đầu tư
hôm nay trả hóa đơn chung cư 5tr nhé,Hóa đơn
cuối tuần ăn bánh mì 100k,Ăn uống
tối qua nhận mừng 5tr nhé,Thu nhập khác
"ờm trả cọc trả lại 1,5tr lần này",Thu nhập khác
cuối tuần trả nợ bạn 700k haiz,Khác
cuối tuần chi video 25k luôn,Freelance
vừa payroll 800k á,Lương
mua quà Noel cho cả nhóm 800k,Quà tặng
vừa chi thức ăn chó 12tr,Thú cưng
nhận tiền bảo hiểm tai nạn 3tr,Thu nhập khác
lo cho ba mẹ thuốc 350k,Gia đình
grab food 500k thật,Ăn uống
"hôm nay trả bowling 1,5tr á",Giải trí
hôm nay mua thuốc cho bản thân 15000000 haiz,Sức khỏe
mua bán đồ chợ 100k,Mua sắm
05-05-2026 thanh toán xe khách 2tr5 đấy,Di chuyển
bữa sáng Việt 40k,Ăn uống
tối qua trả thưởng dự án 600k nhé,Thưởng
chi máy giặt 250k,Nhà ở
tháng này mua sạc dự phòng 600k vừa xong,Mua sắm
vừa trả cho thuê 35k hơi đau ví,Đầu tư
hôm nay đồ gia dụng 2tr nhé,Mua sắm
cùng đồng nghiệp trà sữa trân châu 180k,Ăn uống
ờm nước 3tr đấy,Hóa đơn
chi cát mèo 40k lần này,Thú cưng
order cà phê 5tr đấy,Ăn uống
trả Du lịch 100k vừa xong,Du lịch
cơm hộp văn phòng 40k,Ăn uống
vừa chi cho thuê 1tr á,Đầu tư
du lịch Cần Thơ resort 700k,Du lịch
ờm tiền thuốc cho ba 100k đấy,Gia đình
ờm chi tiền công ty 55k haiz,Lương
ờm nhận mừng 300k xong,Thu nhập khác
mua điện thoại Samsung mới 12tr,Mua sắm
thanh toán dự án app 8tr,Freelance
đặt dép trên mạng 10tr — ghi chú,Mua sắm
cùng đồng nghiệp cháo lòng 800k,Ăn uống
cuối tuần mua dt mới 15tr haiz,Mua sắm
mua set dưỡng da 3 bước 600k,Mua sắm
vừa chi dạy kèm 50000 hơi đau ví,Freelance
grab đi làm 45k,Di chuyển
vừa trả concert 50kđ nhé,Giải trí
"hôm nay trả thú y 1,5tr xong",Thú cưng
cf sáng 700k,Ăn uống
tối qua cưới 50000 lần này,Quà tặng
nhan luong 10tr,Lương
đổ xăng tối 100k,Di chuyển
góp quỹ 400k,Từ thiện
tặng bia rượu tặng 50k (2026),Quà tặng
tối qua chi thưởng tết 800k thật,Thưởng
Baemin mì Quảng 650k,Ăn uống
thuong du an 20k,Thưởng
cuối tuần nhận tiền hoàn đơn 50k nhé,Thu nhập khác
vừa chi cho thuê 350k hơi đau ví,Đầu tư
chi phí sinh con tháng này 10tr,Gia đình
bán xe máy cũ 75k tháng này,Bán hàng
vừa phí duy trì tài khoản 600k rồi,Hóa đơn
ờm refund 150k vừa xong,Thu nhập khác
lương kỳ 700k á,Lương
cuối tuần ủng hộ 10tr đấy,Từ thiện
ăn bữa trưa văn phòng 50k,Ăn uống
vừa đi nha khoa 15 triệu luôn,Sức khỏe
cuối tuần mua thuốc cho mẹ 15000000 haiz,Gia đình
cuối tuần nhận tiền hoàn đơn 1tr5 thật,Thu nhập khác
ờm Du lịch 180k,Du lịch
cuối tháng dạy kèm 50k á,Freelance
đóng nước sinh hoạt 30k,Nhà ở
sắm đồ cuối tuần 50000,Mua sắm
tháng này mua thuốc cho bản thân 15tr haiz,Sức khỏe
cuối tuần bonus 200k lần này,Thưởng
ck tien tro,Nhà ở
ờm trả Du lịch 50kđ vừa xong,Du lịch
05-05-2026 chi thức ăn chó 450k á,Thú cưng
chi phí câu cá cuối tuần 950k,Giải trí
tối qua trả thuê trọ 5tr luôn,Nhà ở
buffet tối bạn bè 50.000,Ăn uống
du lịch Nha Trang mua tour 40k,Du lịch
trả từ thiện 1tr nhé,Từ thiện
ờm quạt 30k vừa xong,Nhà ở
"vừa lãi tiết kiệm 50,000 á",Đầu tư
hôm nay chuyển khoản nhận từ khách hàng 120k rồi,Bán hàng
cát vệ sinh 12tr,Thú cưng
hôm nay thưởng dự án 350k xong,Thưởng
cuối tuần trả thưởng tết 3tr hơi đau ví,Thưởng
cho thuê 500k haiz,Đầu tư
cuối tháng thú y 10tr xong,Thú cưng
hình như mua chuột máy tính 100k haiz,Mua sắm
trả giúp đỡ 600k xong,Từ thiện
tối qua từ thiện 80k nhé,Từ thiện
lãi tiết kiệm 180k,Đầu tư
vừa trả thuê nhà 50kđ á,Nhà ở
ờm chi học phí 50.000 haiz,Giáo dục
thanh toán cước di động 25.000đ,Hóa đơn
mua vòng cổ GPS cho thú cưng 25.000đ,Thú cưng
thức ăn chó 900k,Thú cưng
05-05-2026 trả wifi 1tr2 luôn,Hóa đơn
tháng này gia sư 2tr5 xong,Giáo dục
trả cưới 45k thật,Quà tặng
ờm con 80k rồi,Gia đình
05-05-2026 khóa học 90k lần này,Giáo dục
thức ăn Royal Canin 1tr2,Thú cưng
"05-05-2026 trả sữa bé 50,000 hơi đau ví",Gia đình
vừa tiền khách thanh toán đơn 2tr luôn,Bán hàng
"tối qua chi thú y 50,000 thật",Thú cưng
05-05-2026 chi thú y 400k nhé,Thú cưng
cuối tháng trả doanh thu 8tr đấy,Bán hàng
tháng này đăng kiểm 500k vừa xong,Di chuyển
05-05-2026 ủng hộ 90k nhé,Từ thiện
trả nội thất 3tr thật,Nhà ở
quà tết 50.000,Quà tặng
ờm từ thiện 300k nhé,Từ thiện
"cuối tháng giúp đỡ 1,5tr á",Từ thiện
tháng này tk nhận tiền tháng 50kđ xong,Lương
hôm nay trả ủng hộ 200k nhé,Từ thiện
hôm nay phí SMS banking 600k đấy,Hóa đơn
vừa chi incentive 50k haiz,Thưởng
hôm nay chi thú y 120k vừa xong,Thú cưng
hình như sửa xe máy 30k,Di chuyển
Du lịch 15tr rồi,Du lịch
05-05-2026 chi thú y 100k haiz,Thú cưng
ờm trả thú y 200k vừa xong,Thú cưng
cuối tuần ủng hộ 50.000,Từ thiện
05-05-2026 son 500k hơi đau ví,Mua sắm
tháng này ủng hộ 300k xong,Từ thiện
05-05-2026 học phí 120k rồi,Giáo dục
hôm nay chi karaoke 25k thật,Giải trí
tháng này doanh thu 600k đấy,Bán hàng
đặt son môi trên mạng 18k lần này,Mua sắm
thanh toán internet Viettel 25.000đ,Hóa đơn
thu bán laptop 30k lần này,Bán hàng
vừa trả thưởng tết 5tr lần này,Thưởng
cuối tuần chi internet 180k thật,Hóa đơn
hôm nay tư vấn tâm lý 200k thật,Sức khỏe
vé máy bay đi Đà Nẵng 1tr5,Du lịch
GRAB 50K,Di chuyển
hôm nay trả thú y 25k thật,Thú cưng
gần công ty bánh cuốn 650k,Ăn uống
ờm tiền công ty 50k vnd thật,Lương
mua thuốc cảm cúm Panadol 80k,Sức khỏe
hôm nay trả quyên góp 50kđ nhé,Từ thiện
tháng này tiền cho em gái đi học 15tr luôn,Gia đình
hôm nay chi con 2tr lần này,Gia đình
Tiki mua ốp lưng 400k,Mua sắm
mua gift card 100k,Quà tặng
thức ăn Royal Canin 15tr,Thú cưng
nhận lại tiền cọc 18k — ghi chú,Thu nhập khác
ờm trả từ thiện 2tr rồi,Từ thiện
thức ăn Royal Canin 120k,Thú cưng
ờm sữa bé 80k rồi,Gia đình
tháng này học phí 25k thật,Giáo dục
thay bình ắc quy xe máy 350k,Di chuyển
từ thiện 3tr hơi đau ví,Từ thiện
hôm nay shopee 700k đấy,Bán hàng
hôm nay trả tiền về quê 200k hơi đau ví,Gia đình
cuối tháng chi ủng hộ 15k vừa xong,Từ thiện
cuối tháng thú y 45k haiz,Thú cưng
mua quần short thể thao nữ 200k,Mua sắm
mua sách đọc thêm 120k,Mua sắm
ờm chi sinh nhật 15k xong,Quà tặng
chi bán đồ cũ 50000 haiz,Bán hàng
hôm nay tiền về quê 25k,Gia đình
tháng này khách ck 12tr luôn,Bán hàng
cuối tuần chi shopee 12tr hơi đau ví,Bán hàng
hôm nay chi linh tinh 3tr á,Khác
du lịch Hội An vé máy bay 20k,Du lịch
cửa hàng mua váy 15k (2026),Mua sắm
ờm cashback 10tr rồi,Thu nhập khác
thu nhập ngoài giờ làm việc 3tr,Freelance
bánh Trung Thu 200k,Ăn uống
cuối tháng trả KPI 900k á,Thưởng
mua sữa bột Nan cho em bé 400k,Gia đình
hôm nay trả đồ dùng học 55k á,Giáo dục
"vừa đồ dùng học 50,000 lần này",Giáo dục
tối qua dạy kèm 80k haiz,Freelance
05-05-2026 cưới 3tr,Quà tặng
cuối tuần hoàn tiền ngân hàng 80k nhé,Thu nhập khác
hôm nay nha khoa 800k thật,Sức khỏe
linh tinh 100k nhé,Khác
cuối tuần trả vitamin 12tr,Sức khỏe
thanh toán chụp ảnh 350k,Freelance
tối qua trả khách ck 15tr luôn,Bán hàng
05-05-2026 thanh toán be 150k thật,Di chuyển
hình như nhận tiền thưởng nhỏ không rõ nguồn 1tr2 vừa xong,Thu nhập khác
phí duy trì thẻ 99k,Hóa đơn
bảo hiểm xe 250k,Hóa đơn
"cuối tháng chi quyên góp 1,5tr hơi đau ví",Từ thiện
cuối tháng trả incentive 50k rồi,Thưởng
vừa khám bệnh 20k vừa xong,Sức khỏe
cuối tháng quyên góp 8tr nhé,Từ thiện
ờm khoản cty chuyển 10tr lần này,Lương
chi phí quản lý chung cư 700k,Nhà ở
hình như ghi chú không rõ 350.000đ vừa xong,Khác
tháng này chi sửa đồ 500k á,Khác
hình như chi phí nghỉ dưỡng 300k thật,Du lịch
tháng này nâng cấp RAM máy tính 15000000 đấy,Mua sắm
cuối tuần chuyển tiền nhầm 10tr nhé,Khác
tối qua chi nhận mừng 900k hơi đau ví,Thu nhập khác
được hoàn thuế thu nhập 1tr,Thu nhập khác
cuối tháng video 20k xong,Freelance
"05-05-2026 chi nước 50,000",Hóa đơn
tháng này nhận khoản hỗ trợ 100k đấy,Thu nhập khác
đặt đồ gia dụng trên mạng 350k đồng lần này,Mua sắm
hôm nay đóng tiền nhà 500k thật,Nhà ở
tháng này sữa bé 45k lần này,Gia đình
tháng này từ thiện 2tr hơi đau ví,Từ thiện
vừa chi tiền về quê 70k luôn,Gia đình
khóa online 50.000,Giáo dục
đóng góp giúp người khó khăn 3tr lần này,Từ thiện
05-05-2026 đóng tiền nước 3tr rồi,Hóa đơn
tháng này chi khách ck 2tr5 haiz,Bán hàng
chi phí xăng ô tô 5tr,Di chuyển
cuối tuần chi Du lịch 2tr5 nhé,Du lịch
hôm nay incentive 50kđ lần này,Thưởng
tháng này cho thuê 25k nhé,Đầu tư
ờm đưa tiền cho em đóng học 5tr đấy,Gia đình
bán đồ cũ 300k,Bán hàng
cuối tuần phí ngân hàng hàng tháng 15tr,Hóa đơn
hóa đơn nước 25.000đ,Hóa đơn
chi shopee 8tr rồi,Bán hàng
chi phí mua sách truyện 650k,Giải trí
cuối tháng website 20k hơi đau ví,Freelance
hôm nay trả cổ tức 3tr hơi đau ví,Đầu tư
trả game 100k nhé,Giải trí
hôm nay ủng hộ 55k lần này,Từ thiện
tối qua thú y 18k vừa xong,Thú cưng
ờm phí bank 200k luôn,Hóa đơn
Du lịch 600k lần này,Du lịch
cuối tháng quyên góp 250k hơi đau ví,Từ thiện
05-05-2026 nha khoa 3tr luôn,Sức khỏe
sửa đồ 50000 đấy,Khác
"tháng này thức ăn chó 1,5tr á",Thú cưng
trả khám bệnh 500k nhé,Sức khỏe
"chi logo 50,000 xong",Freelance
vitamin bổ sung 150k,Sức khỏe
mua quần jeans nữ 400k,Mua sắm
cuối tuần chi cát mèo 50kđ luôn,Thú cưng
hình như gửi xe tháng 15 triệu nhé,Di chuyển
tháng này nhận lại tiền cọc 10k vừa xong,Thu nhập khác
05-05-2026 chuyển khoản nhận từ khách hàng 10k vừa xong,Bán hàng
chi sửa đồ 55k haiz,Khác
tháng này cổ tức 350k nhé,Đầu tư
ờm chi nội thất 40k nhé,Nhà ở
"vừa chi gia sư 1,5tr nhé",Giáo dục
cuối tháng quyên góp 15k đấy,Từ thiện
ủng hộ 25k vừa xong,Từ thiện
chi cổ tức 40k nhé,Đầu tư
chi phí xăng xe máy 350k,Di chuyển
cuối tuần payroll 250k vừa xong,Lương
2tr tiền nhà tháng 6,Nhà ở
mua thức ăn mèo cho thú cưng 350k — ghi chú,Thú cưng
tối qua chi logo 400k vừa xong,Freelance
vừa trả khóa học 15k vừa xong,Giáo dục
cuối tháng nhậu cà phê 900k,Ăn uống
cho thuê 300k đấy,Đầu tư
thanh toán phí bảo hiểm nhân thọ 280k,Hóa đơn
nạp game mobile 100k,Giải trí
chi khám bệnh 900k,Sức khỏe
hôm nay booking khách sạn 80k vừa xong,Du lịch
ờm chi phí xin visa Thái Lan 15000000 luôn,Du lịch
thưởng dự án 300k xong,Thưởng
tháng này chi cưới 35k lần này,Quà tặng
do xang 50kđ,Di chuyển
mua kệ sách gỗ 800k,Nhà ở
tháng này quần jean 18k thật,Mua sắm
ờm điện 25k luôn,Hóa đơn
đóng điện sinh hoạt 650k,Nhà ở
du lịch Đà Lạt khách sạn 900k,Du lịch
tối qua trả KPI 40k xong,Thưởng
"thanh toán phát sinh 1,5tr",Khác
vừa tiêm phòng 200k á,Thú cưng
hôm nay chi game 55k vừa xong,Giải trí
trả tiền gửi ô tô 850k,Di chuyển
lo cho ba mẹ thuốc 500k,Gia đình
bán hàng Facebook 45k lần này,Bán hàng
chi phí board game 120k,Giải trí
"cuối tháng cho thuê 50,000 đấy",Đầu tư
hôm nay trả concert 15k rồi,Giải trí
tiền nhà tháng 6 15tr,Nhà ở
tháng này grab food 15000000 đấy,Ăn uống
ờm tiền thuê trọ tháng này 2tr đấy,Nhà ở
thưởng mở TK ngân hàng 120.000đ,Thu nhập khác
cuối tháng chi gas bếp 60k đấy,Nhà ở
trả con 450k á,Gia đình
hình như bán đồ cũ trên chợ tốt 900k thật,Bán hàng
cuối tháng chi video 50kđ thật,Freelance
chi phí game Steam 120k,Giải trí
chuyển khoản quà ông bà 220k,Gia đình
vừa cổ tức 1tr rồi,Đầu tư
góp quỹ vaccine 600k,Từ thiện
05-05-2026 sắm đồ gia dụng 2tr haiz,Mua sắm
thuê phòng tháng này 3tr,Nhà ở
vừa nước 30k,Hóa đơn
sắm thêm đồ mới 1tr,Mua sắm
nhận tiền thiết kế logo 50000,Freelance
học phí 800k đấy,Giáo dục
ủng hộ đồng bào lũ lụt 350k đồng,Từ thiện
05-05-2026 ăn bánh mì 300k,Ăn uống
hôm nay chi ủng hộ 3tr xong,Từ thiện
vừa refund lazada 25k đấy,Thu nhập khác
hôm nay tiêm phòng 1tr2 xong,Thú cưng
hôm nay chi khách ck 450k hơi đau ví,Bán hàng
sửa điều hòa 150k,Nhà ở
mua cát cho mèo 100k,Thú cưng
cafe bạn bè cuối tuần 150k,Giải trí
tháng này chi Du lịch 50kđ rồi,Du lịch
pickleball 90k,Giải trí
